City,County,State,Population Count,Status,Submission Method,Contact Value,Notes,Method,Date Submitted,Status,Notes,
Lubbock,Lubbock County,Texas,266878,,portal,https://lubbocktx.govqa.us/WEBAPP/_rs/SupportHome.aspx,City of Lubbock Public Information Act request portal.,Manual,2/6/2026,Fulfilled,G000180-020626,
Matagorda County,Matagorda County,Texas,36164,,email,mcpir@co.matagorda.tx.us,Matagorda County Public Information Act requests email.,Manual,2/6/2026,Sent,Email,
Eagle Pass,Maverick,Texas,28106,,portal,https://cityofeaglepasstx.nextrequest.com/,City of Eagle Pass public records request portal (NextRequest).,Manual,2/6/2026,Fee Qoute,$45.80 ,
Maverick County,Maverick County,Texas,58005,,email,smontemayor@co.maverick.tx.us,Maverick County Clerk email for written PIA submissions.,Manual,2/6/2026,Sent,Email,
Waco,McLennan,Texas,144816,,portal,https://wacotx.mycusthelp.com/WEBAPP/_rs/SupportHome.aspx,Waco Public Records & City Claims Portal (GovQA).,Manual,2/6/2026,Fulfilled,W101803-020626,
Orange County,Orange County,Texas,84808,,portal,https://orangetexas.gov/FormCenter/City-Secretary-8/Request-for-Public-Records-50,Orange County Environmental Health / Code Compliance records portal.,Manual,2/6/2026,Sent,FormCenter,
Navarro County,Navarro County,Texas,52564,,email,ccor@navarrocounty.org,Navarro County Clerk open records email.,Manual,2/6/2026,Sent,Email,
Parker County,Parker County,Texas,148222,,portal,https://www.parkercountytx.gov/forms.aspx?FID=105,Parker County Records Request form (select department).,Manual,2/6/2026,Sent,FormCenter,
Potter County,Potter County,Texas,118525,,email,openrecords@co.potter.tx.us,Potter County Open Records official email.,Manual,2/6/2026,Sent,Email,
Amarillo,Potter,Texas,200393,,portal,https://amarillo.mycusthelp.com/WEBAPP/_rs/supporthome.aspx,City of Amarillo Public Records portal (GovQA).,Manual,2/6/2026,Fulfilled,P022084-020626,
Randall County,Randall County,Texas,140753,,Portal,https://www.randallcounty.gov/452/Public-Information-Act-Request,County PIA request form,Manual,2/6/2026,Sent,CustomPortal,
Rockwall,Rockwall County,Texas,47251,,Portal,https://rockwalltx.justfoia.com/publicportal,City of Rockwall JustFOIA portal,Manual,2/6/2026,Fulfilled,PRR-2026-56. security key is: 301BED82.,
San Patricio County,San Patricio County,Texas,68755,,Email/Policy Page,https://www.sanpatriciocountytx.gov/page/county.public.information,PIO page with email,Manual,2/6/2026,Sent,Email,
Tyler,Smith County,Texas,105995,,Portal,https://cityoftyler.govqa.us/WEBAPP/_rs/SupportHome.aspx,City of Tyler GovQA,Manual,2/6/2026,Sent,R000108-020626,
Smith County,Smith County,Texas,233479,,Portal,https://smithcountytx.justfoia.com/publicportal,Smith County JustFOIA,Manual,2/6/2026,Sent,PIR-252-2026 and your security key is 11FF7842.,
Arlington,Tarrant County,Texas,394266,,Portal,https://u8387778.ct.sendgrid.net/ls/click?upn=u001.VEsWrlMiJDg0mXafq1mEXQ6-2Fq-2BH36q4J66QQZUYvoubfMtm0b1cLFpLV47FxN-2B0yYL_D_yVemZw-2BNMDhMo3R4PecJCt7o6s-2B9-2FY3kNY9cjLI-2BFIK3IkbNFzD5Xe8u48SWVl97QvOj8n9MRNyFfpZJA01IYnGY-2BrnlGNFdx3k1W6KRCxddg0rO4JtXm3hL-2BQc-2FIUk-2BMhvMfKja5NwS09YEWx5hk-2F0QxpklHN-2Fg-2BkHe2XEp8-2BQFSEwBg2CyDbStj-2Ba4nkYH6dm2oJRYMupzxM-2BSgGO5gi-2BYmrzGXcwFHfZwPnYT2hFt7eHiwetrAAyrGhSXPRSRjp6lkDjfAcm9fu0TJdH1-2Fxbr3siHUzmKIXRo-2BEwhrRBGfxKRaNwguRC634ovKXQvnebblSBrWh-2BVMpe5qSOJVbEJN9gRX4N8zdoQZnYVa8PM-2BbO6vO762uifqnMtGd4o,City of Arlington GovQA,Scraped,2/6/2026,Fulfilled,W218862-020626,
Bedford,Tarrant County,Texas,49928,,Email,https://bedfordtx.gov/244/Public-Information-Requests,City Secretary email listed,Manual,2/6/2026,Fulfilled,Email,
Colleyville,Tarrant County,Texas,26994,,Portal/Page,https://www.colleyville.com/government/departments-a-l/city-secretary/open-records-request,City open records page,PDF Form,2/6/2026,Fulfilled,PDF + Email,
Euless,Tarrant County,Texas,59094,,Portal,https://eulesstx.justfoia.com/publicportal,City of Euless JustFOIA,Manual,2/6/2026,Fulfilled,4FD67EE4. request reference number is PRR-2026-41.,
Fort Worth,Tarrant County,Texas,918915,,Portal,fortworth.govqa.us/WEBAPP/_rs/(S(tvrrpky2dpeqbv45nfptxuv3))/SupportHome.aspx?s&lp=3,Fort Worth Open Records,Manual,2/6/2026,Fulfilled,R002910-020926,
Grapevine,Tarrant County,Texas,50631,,Portal,https://grapevinetx.justfoia.com/publicportal,City of Grapevine JustFOIA,Manual,2/6/2026,Sent,PIR-2026-91 and your security key is 89C2E2EB.,
Haltom City,Tarrant County,Texas,44718,,Portal/Page,https://www.haltomcitytx.com/164/Open-Records-Request,City open records page,Manual,2/6/2026,Fulfilled,Request 26-71,
Hurst,Tarrant County,Texas,40413,,Portal/Page,https://www.hursttx.gov/about-us/departments/city-secretary/public-information-request-online-form,City online form,Manual,2/6/2026,Fulfilled,CustomPortal,
Keller,Tarrant County,Texas,45776,,Email,https://www.cityofkeller.com/services/administration/city-secretary/public-information-requests,City Secretary email,Manual,2/6/2026,Fulfilled,R000145-020626,
Mansfield,Tarrant County,Texas,72602,,PDF Form,https://mansfieldtexas.govqa.us/WEBAPP/_rs/(S(ogkdbkupig4nwb0q1v5xn2gx))/supporthome.aspx,Open records PDF,Manual,2/6/2026,Fulfilled,C000074-020626,
North Richland Hills,Tarrant County,Texas,70441,,Email/Portal Page,https://www.nrhtx.com/126/Public-Information-Records,Submission methods listed,Manual,2/6/2026,Fee Qoute,$270.00 ,
Southlake,Tarrant County,Texas,31088,,Portal,https://url4102.request.justfoia.com/ls/click?upn=u001.nrfdmL-2B1UhWpB4V2ArB2sSzcnrSYKk70poXdKk8w6GqFaN6KVCLwudPQhhwiQyC8AlqKDo5gJFFFz6GO2uk6B-2B80mj00Svzqwsoty5a605g-3DUh1j_yVemZw-2BNMDhMo3R4PecJCt7o6s-2B9-2FY3kNY9cjLI-2BFIIEwwQtqjAFkmIF3ZEvTNEaEvPRGYKEsHVs9VXH0K7YuQG0D9qKRJMbHq5wMOjAtEma0DavRdfeFmHFlQ9hLtBzdWgLrttwnFhG1Jhgf8NTH3kAMO0RcvaON0DQrWTuO3QqxpS1kGJk2eIn-2Frvc5Z5FKOz5BOjhed3HGuJnuDj2KHdITpI-2FB592zuXh1wXV7G7GK7mdI3p7JY6H7uAToml0MctfLhn5HAoJmBwWfmxaCjGjeopnlfaPsvrA4lg5xpw-3D,Southlake JustFOIA,Scraped,2/6/2026,Fulfilled,ORR-2026-68. Security Key is: A0B1D671.,
Tarrant County,Tarrant County,Texas,2110640,,Portal,https://tarrantcountytx.justfoia.com/publicportal,County JustFOIA,Manual,2/6/2026,Sent,CDA-2026-313 and your security key is 1CE6F05A.,
Abilene,Taylor County,Texas,129928,,Portal,https://abilenetxopenrecords.nextrequest.com/requests/new,Abilene NextRequest,Manual,2/6/2026,Fulfilled,Request 26-655,
Taylor County,Taylor County,Texas,143208,,Portal/Page,susie.carreras@taylorcounty.texas.gov,County PIA page,Manual,2/6/2026,Sent,Email,
San Angelo,Tom Green,Texas,99893,,Portal URL,https://sanangelotx.mycusthelp.com/WEBAPP/_rs/supporthome.aspx?LP=2,City Public Records Center,Manual,2/6/2026,Fulfilled,R006758-020626,
Tom Green County,Tom Green,Texas,119000,,Portal URL,ccAdmin@co.tom-green.tx.us,County site for PIA routing,Manual,2/6/2026,Sent,Email,
Austin,Travis,Texas,961855,,Portal URL,https://www.austintexas.gov/services/submit-public-information-request,City Public Information Request portal,Manual,2/6/2026,Fulfilled,C301744-020626,
Travis County,Travis,Texas,1290188,,Portal URL,fire.marshal@traviscountytx.gov.,County PIA portal,Manual,2/6/2026,Sent,Email,
Upshur County,Upshur,Texas,41753,,Clerk Email,Terri.Ross@countyofupshur.com,County Clerk email,Manual,2/6/2026,Sent,Email,
Del Rio,Val Verde,Texas,35163,,County Portal URL,https://www.valverdecounty.texas.gov/forms.aspx?FID=63,Using county open records form,Manual,2/6/2026,Sent,CustomPortal,
Van Zandt County,Van Zandt,Texas,59541,,Portal URL,https://www.vanzandtcounty.org/page/vanzandt.publicinformationrequest,County PIA form,Manual,2/6/2026,Denied,No Records,
Victoria,Victoria,Texas,67106,,Portal URL,https://victoriatx.civicweb.net/Portal/CitizenEngagement.aspx,City portal,Manual,2/6/2026,Sent,CustomPortal,
Victoria County,Victoria,Texas,91319,,Portal URL,https://www.vcphd.org/page/public.information.request.form,County PIA form,Manual,2/6/2026,Sent,CustomPortal,
Huntsville,Walker,Texas,45941,,Portal URL,mcourt@huntsvilletx.gov,City site routing,Manual,2/6/2026,Sent,Email,
Walker County,Walker,Texas,76400,,Email,requestwcda@co.walker.tx.us,County PIA email,Manual,2/6/2026,Sent,Email,
Laredo,Webb,Texas,255205,,Portal URL,https://laredotx.mycusthelp.com/WEBAPP/_rs/supporthome.aspx?LP=2,City portal,Manual,2/6/2026,Fulfilled,W043840-020626,
Webb County,Webb,Texas,267114,,PDF Form,https://www.webbcountytx.gov/PIO/Webb%20County%20Public%20Information%20Request%20Form.pdf,Submit PDF as directed,PDF Form,2/6/2026,Fulfilled,PDF + Email,
Wharton County,Wharton,Texas,41570,,Clerk Portal URL,barbara.svatek@co.wharton.tx.us,County Clerk page,Manual,2/6/2026,Denied,No Records,
Wichita Falls,Wichita,Texas,104553,,Portal URL,https://www.wichitafallstx.gov/2082/Public-Information-Request,City PIA page,Manual,2/6/2026,Fulfilled,R011120-020626,
Wichita County,Wichita,Texas,129350,,Portal URL,https://wichitacountytx.com/open-records-request/,County PIA page,PDF Form,2/6/2026,Sent,PDF + Email,
Cedar Park,Williamson,Texas,77595,,Public Records Email,Records@cedarparktexas.gov,City records email,Manual,2/6/2026,Fulfilled,Email,
Georgetown,Williamson,Texas,79604,,Portal URL,matthew.kunkle@georgetowntexas.gov,City portal,Manual,2/6/2026,Sent,Email,
Round Rock,Williamson,Texas,119468,,Portal URL,https://roundrocktx.mycusthelp.com/webapp/_rs/(S(keoghnw1rddugre4rpbj53wb))/supporthome.aspx,JustFOIA portal,Manual,2/6/2026,Fulfilled,W033912-020626,
Williamson County,Williamson,Texas,609017,,Portal URL,piarequest@wilco.org,County portal,Manual,2/6/2026,Fulfilled,Email,
Wise County,Wise,Texas,68632,,Public Records Email,Open_Records@sheriff.co.wise.tx.us,County open records email,Manual,2/6/2026,Sent,Email,
Wood County,Wood,Texas,41617,,PDF Form,kprice@mywoodcounty.com,Submit PDF,Manual,2/6/2026,Sent,Email,
Weslaco,Hidalgo,Texas,42481,,Email,lzuniga@weslacotx.gov,City of Weslaco Public Information Request email.,Manual,2/6/2026,Sent,Email,
Cache County,Cache,Utah,145487,,email,clerk@cachecounty.gov,Cache County ClerkÃ¢â‚¬â„¢s Office contact (handles GRAMA requests),Manual,2/6/2026,Fee Qoute,$60.42 ,
Logan,Cache,Utah,56770,,email,loganrecordrequest@loganutah.gov,Use Logan City GRAMA request form (PDF): https://cms9files.revize.com/loganut/departments/comdev/GRAMA%20Request3.pdf,Manual,2/6/2026,Fulfilled,Email,
Clearfield,Davis,Utah,34778,,portal,https://clearfieldcityut.nextrequest.com/,GRAMA/records request portal (NextRequest),Manual,2/6/2026,Fulfilled,Request 26-224,
Layton,Davis,Utah,84348,,portal,https://www.laytoncityutah.gov/LC/Government/RecordRequest,Online Records Request Form (GRAMA),Manual,2/6/2026,Fee Qoute,$10.00 ,
Bountiful,Davis,Utah,45024,,email,sward@bountiful.gov,City Recorder (GRAMA/records requests),Manual,2/6/2026,Sent,Email,
Farmington,Davis,Utah,26163,,portal,crowe@farmington.utah.gov,Public Records Request (NOT POLICE) online form,Manual,2/6/2026,Sent,Email,
Syracuse,Davis,Utah,32141,,Portal,https://www.syracuseut.gov/FormCenter/City-Recorder-5/Records-Request-Form-47,GRAMA/records requests go through City Recorder. City Recorder email: cassieb@syracuseut.gov,Manual,2/6/2026,Denied,No Records,
Cedar City,Iron,Utah,35235,,PDF Form,vfrank@cedarcityut.gov,Send completed GRAMA form to City Recorder Renon Savage: srenon@cedarcity.org,PDF Form,2/6/2026,Fee Qoute,$20.00 ,
Davis County,Davis,Utah,362679,,Portal,https://daviscountyut.nextrequest.com/,Backup: GRAMA@DavisCountyUtah.gov,Manual,2/6/2026,Denied,No Records,
Iron County,Iron,Utah,57289,,PDF Form,https://ironcountyut.gov/files/attorney/grama-form.pdf,Email on form: icao@ironcounty.net; Records officer: mwilson@ironcounty.net,PDF Form,2/6/2026,Fulfilled,PDF + Email,
Cottonwood Heights,Salt Lake,Utah,44028,,Email,cityrecorder@ch.utah.gov,Send GRAMA/public records request to City Recorder (property/building/code enforcement records).,Manual,2/6/2026,Sent,Email,
Draper,Salt Lake,Utah,51017,,Portal,https://draperutah.nextrequest.com/,Submit GRAMA/public records request via Draper NextRequest portal.,Manual,2/6/2026,Sent,Request 26-154,
Holladay,Salt Lake,Utah,31485,,Email,jteerlink@holladayut.gov,Send GRAMA/public records request to Holladay City Recorder (email).,Manual,2/6/2026,Sent,Email,
Midvale,Salt Lake,Utah,36075,,Email,randreason@midvaleut.gov,Send GRAMA/public records request to Midvale (email); Midvale also posts a GRAMA request form PDF.,Manual,2/6/2026,Fulfilled,Email,
Millcreek,Salt Lake,Utah,63380,,Portal,https://www.millcreekut.gov/FormCenter/GRAMA-12/Records-Request-Form-59,Submit GRAMA/public records request via Millcreek online Records Request Form.,Manual,2/6/2026,Fulfilled,FormCenter,
Murray,Salt Lake,Utah,50637,,Portal,https://www.murray.utah.gov/1954/Online-GRAMA-Request-Form,Submit GRAMA/public records request via Murray online GRAMA form (non-police).,Manual,2/6/2026,Fulfilled,CustomPortal,
Riverton,Salt Lake,Utah,45285,,Portal,https://cityofrivertonut.nextrequest.com/,Submit GRAMA/public records request via Riverton NextRequest portal.,Manual,2/6/2026,Fulfilled,Request #26-123,
Sandy,Salt Lake,Utah,96904,,Portal,https://cityofsandycityut.nextrequest.com/,Submit GRAMA/public records request via Sandy NextRequest portal.,Manual,2/6/2026,Sent,Request 26-54,
South Jordan,Salt Lake,Utah,77487,,Portal,https://www.sjc.utah.gov/FormCenter/Public-Records-8/GRAMA-Request-Form-80,Submit GRAMA/public records request via South Jordan online GRAMA Request Form.,Manual,2/6/2026,Fulfilled,FormCenter,
South Salt Lake,Salt Lake,Utah,26777,,Portal,https://sslc.gov/FormCenter/City-Recorder-Forms-18/City-Recorder-Digital-GRAMA-Request-Form-58,Submit GRAMA/public records request via South Salt Lake City Recorder digital GRAMA form.,Manual,2/6/2026,Fulfilled,FormCenter,
Taylorsville,Salt Lake,Utah,60448,,Portal,https://cityoftaylorsvilleut.nextrequest.com/,Submit GRAMA/public records request via Taylorsville NextRequest portal (City records).,Manual,2/6/2026,Sent,Request 26-62,
West Jordan,Salt Lake,Utah,116961,,Portal,https://informer.westjordan.utah.gov/v/report.html?id=f9c02f6f-bdcf-43e7-95ad-13a79e90c91c&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJrZXkiOiI1OTI0MTk4Ni1mNTRhLTQ2NjktYWZmZC0yMTA0NmM2Y2UxNzkiLCJpYXQiOjE3NDMxMDk3MDcuNDMxfQ.uO-CqRUbwI2gVNCh9jzl7vMS8xpx3EXSJpofzuoBJtE&embedded=true,Submit GRAMA/public records request via West Jordan NextRequest portal (City records; not police portal).,Scraped,2/6/2026,Fulfilled,Request 26-30,
American Fork,Utah,Utah,41298,,portal,https://www.americanfork.gov/164/Records-Request-Form,Complete the records request form and email to tlurker@americanfork.gov (City Recorder).,PDF Form,2/6/2026,Sent,PDF + Email,
Eagle Mountain,Utah,Utah,60575,,portal,https://emcity.jotform.com/,GRAMA Request form link is provided on the City Recorder page.,Manual,2/6/2026,Fulfilled,CustomPortal,
Lehi,Utah,Utah,86905,,pdf_form,https://www.lehi-ut.gov/wp-content/uploads/2024/06/Lehi-City-GRAMA-request-form.pdf,Send completed form to City Recorder/records officer.,Manual,2/6/2026,Sent,CustomPortal,
Orem,Utah,Utah,100224,,portal,https://orem.gov/recordsrequest/,Online Records Request Form (GRAMA).,Manual,2/6/2026,Fulfilled,CustomPortal,
Pleasant Grove,Utah,Utah,38127,,pdf_form,https://cms2.revize.com/revize/pleasantgroveut/Documents/Government/Open%20Record%20Requests/2022_grama_request-form.pdf,Email City contact: wthorpe@pgcity.org.,PDF Form,2/6/2026,Fulfilled,PDF + Email,
Provo,Utah,Utah,116618,,email,recorder@provo.org,City Recorder handles GRAMA requests.,Manual,2/6/2026,Sent,Email,
Saratoga Springs,Utah,Utah,57411,,email,grama@saratogasprings-ut.gov,GRAMA page: https://www.saratogasprings-ut.gov/169/GRAMA-Requests.,Manual,2/6/2026,Sent,Email,
Washington County,Utah,Utah,207943,,County GRAMA page,https://www.washco.utah.gov/departments/clerk/grama-records-request/,County GRAMA page,PDF Form,2/6/2026,Denied,PDF + Email,
Summit County,Summit,Utah,43109,,portal,https://summitcountyut.nextrequest.com/,NextRequest public records portal.,Manual,2/6/2026,Fulfilled,Request 26-120,
Tooele,Tooele,Utah,40919,,portal,https://tooeleco.org/clerk/grama/,Using County GRAMA page as fallback.,PDF Form,2/6/2026,Fee Qoute,$10.80.,
Spanish Fork,Utah,Utah,47809,,County portal (NextRequest),https://utah-county-ut.nextrequest.com/,Use Utah County public records portal,Manual,2/6/2026,Sent,Request 26-461,
Springville,Utah,Utah,36027,,City online form,https://www.springville.org/grama-request/,City GRAMA request form,Manual,2/6/2026,Sent,CustomPortal,
Utah County County,Utah,Utah,747234,,County portal (NextRequest),https://utah-county-ut.nextrequest.com/,Utah County public records request portal,Manual,2/6/2026,Denied,No Records,
Ogden,Weber,Utah,88656,,City records request page,https://www.ogdencity.gov/308/Records-Requests,Ogden Records Requests page,Manual,2/6/2026,Fulfilled,G014400-020626,
St. George,Washington,Utah,106288,,City portal (NextRequest),https://cityofstgeorgepoliceut.nextrequest.com/,St. George City portal,Manual,2/6/2026,Sent,Request 26-837,
Washington,Washington,Utah,35501,,City records page,"recorder@washingtonutah.gov 

",GRAMA forms + Recorder contact,Manual,2/6/2026,Sent,Email,
Roy,Weber,Utah,38719,,City GRAMA request page,https://www.royutah.org/government/departments/city-recorder/grama-request.php,Roy City Recorder GRAMA page,Manual,2/6/2026,Fee Qoute,$25.00 ,
Burlington,Chittenden,Vermont,44000,,City Clerk Public Records,https://burlingtonvt.portal.opengov.com/track/329783/step/1146044,Submit Vermont Public Records requests for property and building code violation records via City Clerk email; no public portal available.,Manual,2/6/2026,Fulfilled,PRA-26-8,
Chittenden County,Chittenden,Vermont,170851,,Email,ago.publicrecordsrequests@vermont.gov,Send Vermont public records request to Chittenden County Sheriff Daniel Gamelin.,Manual,2/6/2026,Sent,Email,
Franklin County,Franklin,Vermont,51066,,PDF Form,https://img1.wsimg.com/blobby/go/64afcc24-55f6-4756-91ea-0c360f251735/downloads/Public%20Information%20Request%20Form.pdf?ver=1767800661407,Complete the Public Information Request Form and email it to fcso@fcsovt.com,Manual,2/6/2026,Sent,Email,
Lamoille County,Lamoille,Vermont,25945,,email,lccc.amc@gmail.com,County Clerk email (Vermont Secretary of State list),Manual,2/6/2026,Sent,Email,
Orange County,Orange,Vermont,29277,,email,lisa.eastman@vtcourts.gov,County Clerk email (Vermont Secretary of State list),Manual,2/6/2026,Sent,Email,
Orleans County,Orleans,Vermont,27393,,Email,jharlow@orleanscountysheriff.org,All listed Orleans County towns are <25K and were removed. County-level contact used: Orleans County SheriffÃ¢â‚¬â„¢s Office (Sheriff Jennifer Harlow).,Manual,2/6/2026,Sent,Email,
Rutland County,Rutland,Vermont,60572,,Email,David.J.Fox@vermont.gov,All listed Rutland County towns are <25K and were removed. County-level contact used: Rutland County SheriffÃ¢â‚¬â„¢s Office (Sheriff David Fox).,Manual,2/6/2026,Sent,Email,
Windham County,Windham,Vermont,45905,,portal,https://windhamcountyvt.gov/osTicket/open.php,Alt email shown on agency page: cguyer@windhamcountyvt.gov (Windham County Sheriff public records). County Clerk email (for county clerk records): countyclerk@windhamcountyvt.gov,Manual,2/6/2026,Sent,Email,
Windsor County,Windsor,Vermont,57753,,email,countyclerk@windsorcountyvt.com,Windsor County Clerk email from VT SOS list. Sheriff admin email (alt contact): DPS.WindsorCountySheriffAdmin@vermont.gov,Manual,2/6/2026,Sent,Email,
Accomack County,Accomack,Virginia,33164,,Email,FOIA@co.accomack.va.us,County FOIA email (use for Onancock/Parksley requests),Manual,2/6/2026,Sent,Email,
Albemarle County,Albemarle,Virginia,112395,,Email,jdouglas@albemarle.org,County FOIA Officer email,Manual,2/6/2026,Sent,Email,
Arlington County,Arlington,Virginia,238643,,Portal,https://www.arlingtonva.us/Government/Programs/FOIA/Requests,Arlington FOIA portal,Manual,2/6/2026,Denied,Citizen Restriction,
Augusta County,Augusta,Virginia,75558,,Portal,augustacountyva.nextrequest.com,Augusta County NextRequest portal,Manual,2/6/2026,Sent,Request 26-156,
Chesterfield County,Chesterfield,Virginia,364548,,Portal,chesterfieldcountyva.govqa.us,Chesterfield Public Records Request Portal,Manual,2/6/2026,Sent,R018565-020626,
Fairfax County,Fairfax,Virginia,1147532,,Portal,FOIA@fairfaxcounty.gov,Direct VFOIA request form,Manual,2/6/2026,Sent,Email,
Frederick County,Frederick,Virginia,89313,,Portal,frederickcountyva.nextrequest.com,Frederick County NextRequest FOIA portal,Manual,2/6/2026,Sent,Request 26-167,
Hanover County,Hanover,Virginia,109979,,Portal,hanovercountyva.justfoia.com/publicportal/home/newrequest,Hanover County JustFOIA portal,Manual,2/6/2026,Sent,FOIA-2026-45 and your security key is BC32D88D.,
Alexandria,Independent City,Virginia,159467,,Portal,https://www.alexandriava.gov/FOIA,Alexandria GovQA portal,Manual,2/6/2026,Sent,W027664-020626,
Harrisonburg,Independent City,Virginia,51814,,Email,Pamela.Ulmer@harrisonburgva.gov,City Clerk email,Manual,2/6/2026,Sent,Email,
Prince William County,Prince William,Virginia,482204,,Email,foia@pwcgov.org,County FOIA Officer contact email,Manual,2/6/2026,Sent,Email,
Pulaski County,Pulaski,Virginia,33800,,Portal,https://pulaskicountygovernment.nextrequest.com/requests/new,NextRequest public records portal,Manual,2/6/2026,Sent,Request #26-89,
Roanoke County,Roanoke,Virginia,96929,,Portal,https://roanokecounty.justfoia.com/publicportal/home/track,JustFOIA public portal,Manual,2/6/2026,Fulfilled,FOIA-2026-46. Security Key is: 3A21A2F1.,
Rockingham County,Rockingham,Virginia,83765,,Email,tmiller@rockinghamcountyva.gov,FOIA Officer contact email,Manual,2/6/2026,Sent,Email,
Shenandoah County,Shenandoah,Virginia,44186,,Email,evass@shenandoahcountyva.us,FOIA point of contact,Manual,2/6/2026,Sent,Email,
Smyth County,Smyth,Virginia,29800,,Email,lrichardson@smythcounty.org,FOIA Officer email,Manual,2/6/2026,Sent,Email,
Spotsylvania County,Spotsylvania,Virginia,140032,,Portal,https://www.spotsylvania.va.us/882/FOIA-Records-Request,Online FOIA form,Manual,2/6/2026,Sent,CustomPortal,
Stafford County,Stafford,Virginia,156927,,Email,msavage@staffordcountyva.gov,FOIA contact email,Manual,2/6/2026,Fulfilled,Email,
Tazewell County,Tazewell,Virginia,40429,,Email,eric.young@tazewellcounty.org,County FOIA Officer,Manual,2/6/2026,Sent,Email,
Warren County,Warren,Virginia,40727,,Portal,https://warrencountyva.nextrequest.com/,NextRequest FOIA portal,Manual,2/6/2026,Denied,Citizen Restriction,
Washington County,Washington,Virginia,53935,,Email,hdamron@washcova.com,FOIA Officer email,Manual,2/6/2026,Sent,Email,
Wise County,Wise,Virginia,36130,,Email,coatty@wisecounty.org,FOIA contact email,Manual,2/6/2026,Sent,Email,
Virginia Beach,Independent City,Virginia,459470,,portal_url,https://virginiabeachva.govqa.us/WEBAPP/_rs/(S(gn5evkkf50jgeuuqydec3msj))/FindAnswers.aspx,Official City FOIA Request Center (GovQA root).,Manual,2/6/2026,Sent,F020677-020626,
Suffolk,Independent City,Virginia,94324,,portal_url,https://suffolkva.justfoia.com/publicportal/home/track,Official City JustFOIA portal root.,Manual,2/6/2026,Denied,Citizen Restriction,
Staunton,Independent City,Virginia,25750,,email,foia@ci.staunton.va.us,City FOIA Officer email (central FOIA inbox).,Manual,2/6/2026,Sent,Email,
Winchester,Independent City,Virginia,28120,,portal_url,https://www.winchesterva.gov/Government/Freedom-of-Information-Act-Requests,Official City FOIA portal (GovQA root).,Manual,2/6/2026,Fulfilled,W007470-020626,
Chesapeake,Independent City,Virginia,249422,,Portal,https://cityofchesapeake.justfoia.com/publicportal,JustFOIA public portal (submit/track requests).,Manual,2/6/2026,Fulfilled,R-2026-204. Security Key is: 82CCDEDF,
Danville,Independent City,Virginia,42590,,Portal,https://cityofdanvilleva.nextrequest.com/,NextRequest public records portal (submit/track requests).,Manual,2/6/2026,Denied,Citizen Restriction,
Fredericksburg,Independent City,Virginia,28261,,Email,foia@fredericksburgva.gov,City FOIA officer email listed by Virginia FOIA Council directory.,Manual,2/6/2026,Fulfilled,Email,
Hampton,Independent City,Virginia,137148,,Portal,https://hamptonva.govqa.us/WEBAPP/_rs/supporthome.aspx,GovQA public records request center (submit/track requests).,Manual,2/6/2026,Fulfilled,F028126-020626,
Lynchburg,Independent City,Virginia,79009,,Portal,karla.johnson@lynchburgva.gov,City page for submitting information/FOIA requests (directs requests to Chief FOIA Officer).,Manual,2/6/2026,Denied,Citizen Restriction,
Manassas,Independent City,Virginia,42772,,Email,pprince@manassasva.gov,FOIA Coordinator email (Patty Prince). City FOIA page also notes online form + phone options.,Manual,2/6/2026,Sent,Email,
Newport News,Independent City,Virginia,186247,,Email,foia@nnva.gov,City FOIA Coordinator email; City also uses GovQA request center.,Manual,2/6/2026,Sent,Email,
Norfolk,Independent City,Virginia,238005,,Portal,https://norfolk.justfoia.com/publicportal,JustFOIA public portal (submit/track requests).,Manual,2/6/2026,Sent,N-121-2026. Security Key is 1DD2CD07.,
Petersburg,Independent City,Virginia,32420,,Email,foia@petersburg-va.org,City FOIA email listed in Petersburg FOIA information document.,Manual,2/6/2026,Fulfilled,Email,
Portsmouth,Independent City,Virginia,97915,,Portal,glagolap@portsmouthva.gov,City FOIA page links to the 'Freedom of Information Portal' for submissions.,Manual,2/6/2026,Sent,Email,
Richmond,Independent City,Virginia,226610,,Email,Kristina.Daniel-Thiem@rva.gov,Planning & Development Review FOIA Officer (relevant for building/property records).,Manual,2/6/2026,Sent,Email,
Roanoke,Independent City,Virginia,100011,,Email,foia@roanokeva.gov,City FOIA page indicates requests may be made by email to the City FOIA Officer.,Manual,2/6/2026,Sent,Email,
Salem,Independent City,Virginia,25346,,Email,mstevens@salemva.gov,"City FOIA contact email (Mike Stevens, Communications Director).",Manual,2/6/2026,Sent,Email,
Leesburg,Loudoun,Virginia,48889,,portal_url,https://www.leesburgva.gov/departments/clerk-of-council/public-records-foia-requests,Official Town FOIA portal (GovQA).,Manual,2/6/2026,Fulfilled,L001565-020626,
Blacksburg,Montgomery,Virginia,44826,,portal_url,https://www.blacksburg.gov/departments/departments-l-z/town-attorney/freedom-of-information-act-foia,Official Town FOIA portal (GovQA).,Manual,2/6/2026,Sent,PRR-2026-26. Security Key is: 65BD7A87.,
James City County,James City County,Virginia,78023,,portal_url,https://www.jamescitycountyva.gov/1046/Freedom-of-Information-Act,County FOIA portal (GovQA root).,Manual,2/6/2026,Sent,C000126-020626,
