County,City,State,Population,Status,Submission Method,Contact Value,Notes,Method,Date,Status,Notes,
Millheim,Centre,Pennsylvania,831,,email,millheim@verizon.net,Millheim Borough Right-to-Know/Open Records contact email.,PDF Form,3/3/2026,Sent,PDF + Email,
Philipsburg,Centre,Pennsylvania,2789,,email,secretary@philipsburgborough.com,Philipsburg Borough Secretary email (Front Office page).,PDF Form,3/3/2026,Sent,PDF + Email,
Port Matilda,Centre,Pennsylvania,578,,email,portmatildaborough@windstream.net,Borough Council contact email (Centre County document).,PDF Form,3/3/2026,Sent,PDF + Email,
South Philipsburg,Centre,Pennsylvania,7585,,email,rushtownship150@gmail.com,South Philipsburg is an unincorporated area; use Rush Township RTK contact email.,PDF Form,3/3/2026,Sent,PDF + Email,
State College,Centre,Pennsylvania,40787,,pdf_form,https://www.statecollegepa.us/529/Right-to-Know-Open-Records-Request,Submit completed RTK form per Borough instructions; form available on Borough site.,Manual,3/3/2026,Sent,Sent,
Centre County,Centre County,Pennsylvania,158172,,portal,https://centrecountypa.nextrequest.com/,County Right-to-Know request page.,Manual,3/3/2026,Sent,Sent,
Atglen,Chester,Pennsylvania,1311,,email,manager@atglen.org,Atglen Borough RTK Officer email (Right To Know page).,PDF Form,3/3/2026,Sent,PDF + Email,
Coatesville,Chester,Pennsylvania,13350,,email,admin@coatesville.org,City Open Records Officer email (Right-to-Know page).,PDF Form,3/3/2026,Sent,PDF + Email,
Downingtown,Chester,Pennsylvania,7892,,email,info@downingtown.org,Use Borough RTK/Open Records Officer attention line; general Borough email found on Borough PDF/newsletter.,PDF Form,3/3/2026,Sent,PDF + Email,
Elverson,Chester,Pennsylvania,1330,,pdf_form,https://elversonboro.org/wp-content/uploads/2010/07/Public-Record-Access-Policy.pdf,secretary@elversonboro.org,PDF Form,3/3/2026,Sent,PDF + Email,
Honey Brook,Chester,Pennsylvania,1892,,email,secretary@hbboro.net,Honey Brook Borough Secretary (RTK contact in Borough policy).,PDF Form,3/3/2026,Sent,PDF + Email,
Kennett Square,Chester,Pennsylvania,5936,,pdf_form,https://www.kennett.pa.us/FormCenter/Community-4/RighttoKnow-Request-Form-48,Kennett Square Borough RTK Policy & Request Form (PDF).,Manual,3/3/2026,Sent,Form Center,
Malvern,Chester,Pennsylvania,3419,,pdf_form,https://www.malvern.org/administration/pages/open-records-act-44-disclosure,nwhitaker@malvern.org,PDF Form,3/3/2026,Sent,PDF + Email,
Modena,Chester,Pennsylvania,541,,email,secretary@boroughofmodenapa.org,Modena Borough Secretary email (Borough site).,PDF Form,3/3/2026,Sent,PDF + Email,
Oxford,Chester,Pennsylvania,5736,,email,rtkofficer@oxfordboro.org,Oxford Borough Right-to-Know/Open Records Officer email.,PDF Form,3/3/2026,Sent,PDF + Email,
Parkesburg,Chester,Pennsylvania,3984,,email,admin@parkesburg.org,Parkesburg Borough Open Records Officer email (Borough site).,PDF Form,3/3/2026,Sent,PDF + Email,
Phoenixville,Chester,Pennsylvania,18602,,email,ejkrack@phoenixville.org,Phoenixville Borough Open Records Officer (email found in public listing).,PDF Form,3/3/2026,Sent,PDF + Email,
South Coatesville,Chester,Pennsylvania,1604,,portal,https://south-coatesville.org/,South Coatesville Borough site (RTK request contact not clearly publishedâ€”verify RTK officer/email on site).,Manual,3/3/2026,Sent,CustomPortal,
Spring City,Chester,Pennsylvania,3494,,email,ktyler@springcitypa.gov,Spring City Borough RTK/Open Records email contact.,PDF Form,3/3/2026,Sent,PDF + Email,
Thorndale,Chester,Pennsylvania,1869,,email,admin@coatesville.org,Thorndale is a community (not an incorporated municipality). Often handled by Caln Township; using Coatesville RTK email as nearest verified contactâ€”verify correct local agency for the specific address.,PDF Form,3/3/2026,Sent,PDF + Email,
West Chester,Chester,Pennsylvania,18671,,email,info@west-chester.com,West Chester Borough general email (Borough site).,PDF Form,3/3/2026,Sent,PDF + Email,
Chester County,Chester County,Pennsylvania,534413,,portal,https://chesco.justfoia.com/,Chester County RTK/FOIA portal (JustFOIA).,Manual,3/3/2026,Sent,Sent,
City of Philadelphia,Philadelphia,Pennsylvania,1603797,,portal,https://www.phila.gov/services/request-records/,City of Philadelphia Open Records / Right-to-Know request page.,Manual,3/3/2026,Sent,Sent,
Callensburg,Clarion,Pennsylvania,911,,email,dondwhit@windstream.net,Email listed for Callensburg Borough in Clarion County tax/municipal contacts PDF.,PDF Form,3/3/2026,Sent,PDF + Email,
Clarion,Clarion,Pennsylvania,3777,,email,llavan@clarionboro.org,Clarion Borough Open Records contact email (public listing).,PDF Form,3/3/2026,Sent,PDF + Email,
East Brady,Clarion,Pennsylvania,822,,Email,eastbradyborough@gmail.com,Borough email (submit PA Right-to-Know request to Borough office/Open Records Officer).,PDF Form,3/3/2026,Sent,PDF + Email,
Foxburg,Clarion,Pennsylvania,181,,Email,kltbest@windstream.net,Borough Secretary email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Knox,Clarion,Pennsylvania,1102,,Email,knoxboro@zoominternet.net,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
New Bethlehem,Clarion,Pennsylvania,979,,Email,info@newbethlehemboro.com,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Rimersburg,Clarion,Pennsylvania,945,,Email,rbgboro@yahoo.com,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Sligo,Clarion,Pennsylvania,686,,Email,sboro21@gmail.com,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Strattanville,Clarion,Pennsylvania,537,,Email,strattanvilleboro@gmail.com,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Clearfield,Clearfield,Pennsylvania,6060,,Email,office@clearfieldpa.us,Borough office email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Curwensville,Clearfield,Pennsylvania,2466,,Email,plawson@curwensvillepa.gov,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Glen Hope,Clearfield,Pennsylvania,412,,Email,glenhope5577@gmail.com,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Houtzdale,Clearfield,Pennsylvania,762,,Email,houtzdaleboro@gmail.com,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Hyde (Lawrence Township),Clearfield,Pennsylvania,7500,,Email,cwitherite@lawrencepa.gov,Hyde is a community in Lawrence Township; submit PA Right-to-Know request to Lawrence Township (cwitherite@lawrencepa.gov or apritchard@lawrencepa.gov).,PDF Form,3/3/2026,Sent,PDF + Email,
Irvona,Clearfield,Pennsylvania,487,,Email,irvonaborough@yahoo.com,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Mahaffey,Clearfield,Pennsylvania,322,,Email,mahaffeyborough@gmail.com,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
New Washington,Clearfield,Pennsylvania,45,,Email,nwborough@hotmail.com,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Osceola Mills,Clearfield,Pennsylvania,990,,Email,ombsec@comcast.net,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Ramey,Clearfield,Pennsylvania,436,,Email,tjanocko@atlanticbb.net,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Wallaceton,Clearfield,Pennsylvania,297,,Email,wallacetonboro@yahoo.com,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Westover,Clearfield,Pennsylvania,361,,Email,westoverborough@outlook.com,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Avis,Clinton,Pennsylvania,1473,,Email,avisborough@comcast.net,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Beech Creek,Clinton,Pennsylvania,736,,Email,bcreekborough@comcast.net,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Flemington,Clinton,Pennsylvania,1271,,Email,flemingtonborough@gmail.com,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Lock Haven,Clinton,Pennsylvania,8108,,Email,rtk@lockhavenpa.gov,City Right-to-Know email (submit PA RTK request).,PDF Form,3/3/2026,Sent,PDF + Email,
Loganton,Clinton,Pennsylvania,469,,Email,office@logantonborough.org,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Mill Hall,Clinton,Pennsylvania,1479,,Email,millhallborough@comcast.net,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Renovo,Clinton,Pennsylvania,1061,,Email,renovoboro@atlanticbb.net,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
South Renovo,Clinton,Pennsylvania,405,,Email,srenovoboro2110@gmail.com,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Benton,Columbia,Pennsylvania,824,,Email,bentonborough@pa.metrocast.net,Borough email (submit PA Right-to-Know request).,PDF Form,3/3/2026,Sent,PDF + Email,
Bloomsburg,Columbia,Pennsylvania,12711,,Portal,https://www.bloomsburgpa.org/form/public-record-right-to-know-request-form/,ldooley@bloomsburgpa.org,PDF Form,3/3/2026,Sent,PDF + Email,
Greenwood Township,Columbia,Pennsylvania,1888,,Email,office@greenwoodtwpcolumbiacopa.gov,Township email; RTKL Officer listed on township site (submit PA RTK request).,PDF Form,3/3/2026,Sent,PDF + Email,
Millville Borough,Columbia,Pennsylvania,918,,pdf_form,https://f836b43f-3503-4e4b-8d6b-ebd556e94e12.filesusr.com/ugd/7c950e_122a0c416a334d61878d3f06dad47621.pdf,Email completed RTK form to millvilleboro@pa.metrocast.net (or mail to Borough Office).,PDF Form,3/3/2026,Sent,PDF + Email,
Orangeville Borough,Columbia,Pennsylvania,296,,email,Orangevilleboro@gmail.com,Use PA Standard RTK form (RTKRequestForm.pdf) and email to the Borough.,PDF Form,3/3/2026,Sent,PDF + Email,
Stillwater Borough,Columbia,Pennsylvania,183,,email,Stillwaterborough@frontier.com,Use PA Standard RTK form (RTKRequestForm.pdf) and email to the Borough.,PDF Form,3/3/2026,Sent,PDF + Email,
Cambridge Springs Borough,Crawford,Pennsylvania,2383,,email,spude@cambridgespringsborough.com,Submit RTK request to Borough Office email (Open Records Officer/Secretary).,PDF Form,3/3/2026,Sent,PDF + Email,
Cochranton Borough,Crawford,Pennsylvania,1112,,email,mgr@cochrantonboro.org,Use PA Standard RTK form (RTKRequestForm.pdf) and email to Borough Manager (Open Records Officer).,PDF Form,3/3/2026,Sent,PDF + Email,
Conneaut Lake Borough,Crawford,Pennsylvania,653,,email,clboro@zoominternet.net,RTK page: https://conneautlakeborough.com/right-to-know/ (has request form link).,PDF Form,3/3/2026,Sent,PDF + Email,
Conneautville Borough,Crawford,Pennsylvania,711,,email,cvboro@windstream.net,Use PA Standard RTK form (RTKRequestForm.pdf) and email to Borough office.,PDF Form,3/3/2026,Sent,PDF + Email,
Woodcock Township,Crawford,Pennsylvania,1193,,email,woodcocktwp@woodcocktownship.com,Township contact email; use PA Standard RTK form (RTKRequestForm.pdf).,PDF Form,3/3/2026,Sent,PDF + Email,
Camp Hill Borough,Cumberland,Pennsylvania,7934,,pdf_form,https://www.camphillborough.com/departments/community/general_information/right_to_know_policy.php,sgibson@camphillborough.com,PDF Form,3/3/2026,Sent,PDF + Email,
Carlisle Borough,Cumberland,Pennsylvania,19262,,pdf_form,https://www.carlislepa.org/DocumentCenter/View/123/Right-to-Know-Request-Form-PDF,staylor@carlislepa.org,PDF Form,3/3/2026,Sent,PDF + Email,
Lemoyne Borough,Cumberland,Pennsylvania,4553,,pdf_form,https://lemoynepa.com/departments/administration/right-to-know/,Right-to-Know page (downloads). Submit to Borough Open Records Officer per page instructions.,PDF Form,3/3/2026,Sent,PDF + Email,
Mechanicsburg Borough,Cumberland,Pennsylvania,9214,,email,jnovinger@mechanicsburgpa.org,Borough Manager email; use PA Standard RTK form (RTKRequestForm.pdf).,PDF Form,3/3/2026,Sent,PDF + Email,
Mount Holly Springs Borough,Cumberland,Pennsylvania,2009,,pdf_form,https://mhsboro.org/right-to-know-office/,mthollyboro@comcast.net,PDF Form,3/3/2026,Sent,PDF + Email,
New Cumberland Borough,Cumberland,Pennsylvania,7277,,portal,https://newcumberlandborough.com/wp-content/uploads/2022/10/Right-To-Know-Request-form.pdf,info@newcumberlandborough.com,PDF Form,3/3/2026,Sent,PDF + Email,
Newburg Borough,Cumberland,Pennsylvania,321,,email,newburgboroughoffice@gmail.com,Use PA Standard RTK form (RTKRequestForm.pdf) and email to Borough office.,PDF Form,3/3/2026,Sent,PDF + Email,
Shippensburg Borough,Cumberland,Pennsylvania,5492,,pdf_form,https://borough.shippensburg.pa.us/Right-To-Know,kplasterer@shippensburg.pa.us,PDF Form,3/3/2026,Sent,PDF + Email,
Shiremanstown Borough,Cumberland,Pennsylvania,1499,,email,shiremanstownboro@comcast.net,Use PA Standard RTK form (RTKRequestForm.pdf) and email to Borough office.,PDF Form,3/3/2026,Sent,PDF + Email,
Wormleysburg Borough,Cumberland,Pennsylvania,3164,,pdf_form,https://www.wormleysburgpa.org/forms/Right-To-KnowRequestForm.pdf,info@wormleysburgpa.org,PDF Form,3/3/2026,Sent,PDF + Email,
Dauphin Borough,Dauphin,Pennsylvania,807,,pdf_form,https://dauphinborough.org/wp-content/uploads/2024/07/form-rtk-directions.pdf,dauphinboro@comcast.net,PDF Form,3/3/2026,Sent,PDF + Email,
Elizabethville Borough,Dauphin,Pennsylvania,1389,,pdf_form,https://www.elizabethville.org/,elizabethville@comcast.net,PDF Form,3/3/2026,Sent,PDF + Email,
Gratz Borough,Dauphin,Pennsylvania,744,,email,gratzboro@verizon.net,Borough office email; use PA Standard RTK form (RTKRequestForm.pdf).,PDF Form,3/3/2026,Sent,PDF + Email,
Halifax Borough,Dauphin,Pennsylvania,854,,pdf_form,https://halifaxborough.com/,info@halifaxborough.com,PDF Form,3/3/2026,Sent,PDF + Email,
Harrisburg City,Dauphin,Pennsylvania,50135,,Email,righttoknow@harrisburgpa.gov,City Right-to-Know landing page (includes RTK submission instructions/links).,Manual,3/3/2026,Sent,Sent,
Highspire Borough,Dauphin,Pennsylvania,2743,,email,secretary@highspirepa.gov,Borough secretary email; use PA Standard RTK form (RTKRequestForm.pdf).,PDF Form,3/3/2026,Sent,PDF + Email,
Hummelstown Borough,Dauphin,Pennsylvania,4538,,pdf_form,https://hummelstown.gov/right-to-know-law,borough@hummelstown.gov,PDF Form,3/3/2026,Sent,PDF + Email,
Middletown Borough,Dauphin,Pennsylvania,9146,,portal,https://middletownborough.com/government/right-to-know/right-know-request-form/,Borough Right-to-Know page with submission instructions.,Manual,3/3/2026,Sent,Sent,
Millersburg Borough,Dauphin,Pennsylvania,2557,,email,boro@millersburgboroughpa.com,Borough office email; use PA Standard RTK form (RTKRequestForm.pdf).,PDF Form,3/3/2026,Sent,PDF + Email,
Paxtang,Dauphin,Pennsylvania,1536,,Portal,https://www.lowerpaxton-pa.gov/379/Right-to-Know-Request,shatcher@lowerpaxton-pa.gov,PDF Form,3/3/2026,Sent,PDF + Email,
Penbrook,Dauphin,Pennsylvania,3269,,Email,manager@penbrook.org,PDF LInk: https://www.penbrook.org/wp-content/uploads/2025/05/RTKRequestForm.pdf. Open Records/RTK Officer: Borough Manager (Joe Hogarth). RTK request form on Penbrook site.,PDF Form,3/3/2026,Sent,PDF + Email,
Steelton,Dauphin,Pennsylvania,5923,,Email,SteeltonRTKRequest@steeltonpa.com,PDF Link: https://www.steeltonpa.com/government/right-to-know-open-records/. Steelton Borough lists Open Records Officer (Aaron Curry) but site blocks automated access; use borough manager email. RTK form hosted on Steelton site.,PDF Form,3/3/2026,Sent,PDF + Email,
Dauphin County,Dauphin,Pennsylvania,286401,,Portal,https://www.dauphincounty.gov/about-the-county/open-records,Dauphin County Right-to-Know request form (PDF) lists email openrecords@dauphincounty.gov.,Manual,3/3/2026,Sent,Sent,
Brookhaven,Delaware,Pennsylvania,8051,,Email,John.wilwert@brookhavenboro.com,PDF LInk: https://brookhavenboro.com/wp-content/uploads/RTK-Request-Form-1.pdf. Use PA Office of Open Records 'Find Agency Open Records Officers' search for Brookhaven Borough (Delaware County) to get direct RTK officer contact.,PDF Form,3/3/2026,Sent,PDF + Email,
Chester,Delaware,Pennsylvania,34139,,Portal,https://www.chestercity.com/resources/forms-and-permits/open-records/,publicaffairs@cityofchesterpa.gov,PDF Form,3/3/2026,Sent,PDF + Email,
Chester Heights,Delaware,Pennsylvania,2539,,Email,openrecords@chesterheights.org,PDF Link: https://chesterheights.org/wp-content/uploads/2023/09/RTK-Request-Form.pdf Use PA Office of Open Records 'Find Agency Open Records Officers' search for Chester Heights Borough to get direct RTK officer contact.,PDF Form,3/3/2026,Sent,PDF + Email,
Clifton Heights,Delaware,Pennsylvania,6843,,Portal,https://www.cliftonheightspa.gov/documents/,info@cliftonheightspa.gov,PDF Form,3/3/2026,Sent,PDF + Email,
Colwyn,Delaware,Pennsylvania,2508,,Web,https://www.colwynborough.com/,ap@colwynborough.com,PDF Form,3/3/2026,Sent,PDF + Email,
Darby,Delaware,Pennsylvania,10687,,Portal,https://www.darbytwp.org/public-documents,linda.miller@darbytwp.org,PDF Form,3/3/2026,Sent,PDF + Email,
Eddystone,Delaware,Pennsylvania,2431,,email,https://eddystoneborough.org/right-to-know/,manager@eddystoneboro.org,PDF Form,3/3/2026,Sent,PDF + Email,
Folcroft,Delaware,Pennsylvania,6678,,Email + PDF,manager@folcroftborough.org,PDF Link: https://www.folcroftborough.com/right-to-know Use PA Office of Open Records 'Find Agency Open Records Officers' search for Folcroft Borough to get direct RTK officer contact.,PDF Form,3/3/2026,Sent,PDF + Email,
Marcus Hook,Delaware,Pennsylvania,2244,,Portal,https://marcushookboro.org/public-record/,office@marcushookboro.org,PDF Form,3/3/2026,Sent,PDF + Email,
Media,Delaware,Pennsylvania,5533,,Portal,https://www.mediaborough.com/159/Open-Records-Policies,karen@mediaborough.com,PDF Form,3/3/2026,Sent,PDF + Email,
Millbourne,Delaware,Pennsylvania,1237,,Web,https://www.millbourneborough.org/,taxcollector@millbourneborough.org,PDF Form,3/3/2026,Sent,PDF + Email,
Parkside,Delaware,Pennsylvania,2226,,Portal,https://www.parksideborough.com/rtk,office@parksideborough.com,PDF Form,3/3/2026,Sent,PDF + Email,
Prospect Park,Delaware,Pennsylvania,6497,,Portal,https://www.prospectparkboro.com/email-contact/node/491/field_email,Prospect Park Borough provides contact info online; use OOR AORO search to confirm RTK officer email.,Manual,3/3/2026,Sent,Sent,
Rose Valley,Delaware,Pennsylvania,1011,,email,rosevalleyborough@comcast.net,Rose Valley Borough government contact email is rosevalleyborough@comcast.net; use as RTK/Open Records contact.,PDF Form,3/3/2026,Sent,PDF + Email,
Swarthmore,Delaware,Pennsylvania,6543,,Email,Elise@swarthmorepa.org,Use PA Office of Open Records 'Find Agency Open Records Officers' search for Swarthmore Borough to get direct RTK officer contact.,PDF Form,3/3/2026,Sent,PDF + Email,
Upland,Delaware,Pennsylvania,3055,,Web,https://www.uplandboro.org/home/pages/website-disclaimer,Use PA Office of Open Records 'Find Agency Open Records Officers' search for Upland Borough to get direct RTK officer contact.,Manual,3/3/2026,Sent,CustomPortal,
Upper Darby,Delaware,Pennsylvania,85681,,web_form,https://upperdarby.org/public-records-request/,Upper Darby Township has an online public records request form on official site.,Manual,3/3/2026,Sent,Sent,
Delaware County,Delaware,Pennsylvania,576830,,Portal,https://delcopa.justfoia.com/publicportal,Use PA Office of Open Records 'Find Agency Open Records Officers' search for Delaware County to get direct RTK officer contact/portal.,Manual,3/3/2026,Sent,Sent,
Johnsonburg,Elk,Pennsylvania,2322,,Portal,https://countyofelkpa.gov/about-elk-county/municipalities/johnsonburg-borough/,office@johnsonburgpa.com,PDF Form,3/3/2026,Sent,PDF + Email,
Ridgway,Elk,Pennsylvania,3994,,Portal,https://ridgwayborough.com/right-to-know-law-request/,Michael.Handley@Ridgway.Borough.com,PDF Form,3/3/2026,Sent,PDF + Email,
Albion,Erie,Pennsylvania,1516,,email,boromanager@albionborough.us,Albion Borough site lists Borough Manager Gary Wells email boromanager@albionborough.us; RTK requests submitted to Borough's Open Records Officer (Borough Manager).,PDF Form,3/3/2026,Sent,PDF + Email,
Edinboro,Erie,Pennsylvania,6275,,email,nfratus@edinboro.net,Edinboro Borough RTK page instructs emailing Right-to-Know officer Neil Fratus at nfratus@edinboro.net.,PDF Form,3/3/2026,Sent,PDF + Email,
Elgin,Erie,Pennsylvania,204,,Portal,https://elgintownship.com/contact/foia-request/,Use PA Office of Open Records 'Find Agency Open Records Officers' search for Elgin Borough to get direct RTK officer contact.,Manual,3/3/2026,Sent,Sent,
Erie,Erie,Pennsylvania,94831,,Portal,https://eriecountypa.gov/open-government/right-to-know-request/,"City of Erie has department-specific RTK handling; use PA OOR AORO search for 'City of Erie' to get the current general RTK contact, and route police RTK via city police procedure.",Manual,3/3/2026,Sent,Sent,
Fairview,Erie,Pennsylvania,11138,,email,supervisors@fairviewtownship.com,Fairview Township (Erie County) public records request page lists email supervisors@fairviewtownship.com (Open Records Officer: Michelle Barnes).,PDF Form,3/3/2026,Sent,PDF + Email,
Erie County,Erie,Pennsylvania,270876,,email,wsperos@eriecountypa.gov,Erie County RTK page lists County Solicitor Bill Speros email wsperos@eriecountypa.gov for RTK requests (admin areas).,Manual,3/3/2026,Sent,Sent,
Lake City,Erie,Pennsylvania,2891,,Email,lakecityboro@verizon.net,"If this email bounces, use PA RTK standard form and mail to Lake City Borough office (Erie County, PA).",PDF Form,3/3/2026,Sent,PDF + Email,
McKean,Erie,Pennsylvania,388,,Email,mckeanboro@gmail.com,Submit Right-to-Know request to borough office email (verify recipient is the Open Records Officer).,PDF Form,3/3/2026,Sent,PDF + Email,
North East,Erie,Pennsylvania,3919,,Email,northeastboro@north-east.pa.us,Submit Right-to-Know request to borough Open Records Officer email on official site.,PDF Form,3/3/2026,Sent,PDF + Email,
Platea,Erie,Pennsylvania,442,,Email,platea.borough@verizon.net,Email from Erie County municipal contacts listing; address request to Agency Open Records Officer (Right-to-Know).,PDF Form,3/3/2026,Sent,PDF + Email,
Union City,Erie,Pennsylvania,3241,,Email,ucborough@unioncitypa.us,Submit Right-to-Know request to borough office / Open Records Officer.,PDF Form,3/3/2026,Sent,PDF + Email,
Brownsville,Fayette,Pennsylvania,2185,,Email + PDF,BrownsvilleBorough@breezelinebiz.net,PDF Link: https://brownsvilleborough.com/document/right-to-know-request-form/. Right-to-Know page/form on borough site (submit per instructions).,PDF Form,3/3/2026,Sent,PDF + Email,
Connellsville,Fayette,Pennsylvania,7031,,PDF Form,https://www.connellsville.us/_files/ugd/83e717_33548a4ca08e48da9236b6a1906704c5.pdf,Email completed form to City Clerk: cityclerk@connellsville.us (or deliver per form instructions).,PDF Form,3/3/2026,Sent,PDF + Email,
Dunbar,Fayette,Pennsylvania,1013,,Email,info@dunbarboropa.gov,Send Right-to-Know request to borough email (address to Open Records Officer).,PDF Form,3/3/2026,Sent,PDF + Email,
Everson,Fayette,Pennsylvania,793,,Email,Eversonsecretary@gmail.com,Send Right-to-Know request to borough secretary email (address to Open Records Officer).,PDF Form,3/3/2026,Sent,PDF + Email,
Fairchance,Fayette,Pennsylvania,1982,,Email,fcheboro@verizon.net,Send Right-to-Know request to borough email (address to Open Records Officer).,PDF Form,3/3/2026,Sent,PDF + Email,
Perryopolis,Fayette,Pennsylvania,1689,,Portal,https://www.perryopolisborough.org/public-information/,info@perryopolisborough.org,PDF Form,3/3/2026,Sent,PDF + Email,
Point Marion,Fayette,Pennsylvania,1163,,Web,https://pmboro.com/index.php/contact,No direct borough RTK email found. Use PA RTK request form and mail/hand-deliver to Point Marion Borough office; address to Agency Open Records Officer.,Manual,3/3/2026,Sent,Sent,
Uniontown,Fayette,Pennsylvania,10999,,Web,https://uniontowncity.com/,Submit Right-to-Know request via city Right-to-Know page (follow on-page submission instructions).,Manual,3/3/2026,Sent,Sent,
Fayette County,Fayette,Pennsylvania,132124,,Portal,https://www.fayettecountypa.org/directory.aspx?did=29,Fayette County Open Records/Right-to-Know submission page.,Manual,3/3/2026,Sent,Sent,
Chambersburg,Franklin,Pennsylvania,21903,,PDF Form,https://chambersburgpa.gov/pdf/Right%20to%20Know%20Request%20Form%20and%20Policy%20FINAL%20030618.pdf,Email completed form to Open Records Officer: jwright@chambersburgpa.gov (per policy PDF).,PDF Form,3/3/2026,Sent,PDF + Email,
Greencastle,Franklin,Pennsylvania,4035,,Email,office@greencastlepa.gov,Greencastle Borough Open Records/RTK: email borough office per RTK page.,PDF Form,3/3/2026,Sent,PDF + Email,
Mont Alto,Franklin,Pennsylvania,1643,,Email,mab@montaltoborough.com,Send Right-to-Know request to borough email (address to Open Records Officer).,PDF Form,3/3/2026,Sent,PDF + Email,
Waynesboro,Franklin,Pennsylvania,10559,,Email,jason@waynesboropa.gov,Waynesboro Borough Right-to-Know: Open Records Officer Jason B. Stains (Borough Manager/Treasurer).,PDF Form,3/3/2026,Sent,PDF + Email,
Fulton County,Fulton,Pennsylvania,14523,,Email,openrecords@co.fulton.pa.us,Fulton County Open Records Officer (Chief Clerk) email per county Open Records Policy page.,PDF Form,3/3/2026,Sent,PDF + Email,
Carmichaels,Greene,Pennsylvania,2456,,Email,Carmichaelsboro@gmail.com,Send Right-to-Know request to borough email (address to Open Records Officer).,PDF Form,3/3/2026,Sent,PDF + Email,
Waynesburg,Greene,Pennsylvania,4176,,Email,wbgboro@wbgboro.comcastbiz.net,Send Right-to-Know request to borough email (address to Open Records Officer).,PDF Form,3/3/2026,Sent,PDF + Email,
Huntingdon,Huntingdon,Pennsylvania,6650,,Mail,"Huntingdon Borough Office (Attn: Open Records Officer), 530 Washington St, Huntingdon, PA 16652",Direct RTK portal/email not confirmed; use PA Standard Right-to-Know Request Form and mail to Borough Office / Open Records Officer.,PDF Form,3/3/2026,Sent,PDF + Email,
Mapleton,Huntingdon,Pennsylvania,416,,Email,borosecretary@maplton-pa.com,As listed in Huntingdon County municipal secretaries directory; send PA Right-to-Know request to Borough Secretary/Open Records Officer.,PDF Form,3/3/2026,Sent,PDF + Email,
Mill Creek,Huntingdon,Pennsylvania,285,,Email,millcreekbsec@gmail.com,As listed in Huntingdon County municipal secretaries directory; send PA Right-to-Know request to Borough Secretary/Open Records Officer.,PDF Form,3/3/2026,Sent,PDF + Email,
Mount Union,Huntingdon,Pennsylvania,2448,,Email,borosec@muboro.net,Borough Secretary email (Mount Union Borough).,PDF Form,3/3/2026,Sent,PDF + Email,
Orbisonia,Huntingdon,Pennsylvania,398,,Email,orbisoniaboro@yahoo.com,Send PA Right-to-Know request to Borough Office / Open Records Officer.,PDF Form,3/3/2026,Sent,PDF + Email,
Petersburg,Huntingdon,Pennsylvania,419,,Email,hardyjc@atlanticbb.net,As listed in Huntingdon County municipal secretaries directory; send PA Right-to-Know request to Borough Secretary/Open Records Officer.,PDF Form,3/3/2026,Sent,PDF + Email,
Shirleysburg,Huntingdon,Pennsylvania,138,,Email,shirleysburgsecretary@gmail.com,As listed in Huntingdon County municipal secretaries directory; send PA Right-to-Know request to Borough Secretary/Open Records Officer.,PDF Form,3/3/2026,Sent,PDF + Email,
Three Springs,Huntingdon,Pennsylvania,443,,Email,sec.threespringsboro@gmail.com,Borough Secretary email (Three Springs).,PDF Form,3/3/2026,Sent,PDF + Email,
